elapsed,lag
0.38,40000
0.52,40000
0.66,40000
0.81,40000
0.96,40000
1.10,60000
1.27,60000
1.41,60000
1.57,60000
1.73,60000
1.88,60000
2.05,80000
2.20,80000
2.35,80000
2.51,80000
2.66,80000
2.82,80000
2.98,81000
3.14,100000
3.30,100000
3.47,100000
3.62,100000
3.77,100000
3.94,100000
4.09,120000
4.24,120000
4.39,120000
4.56,120000
4.73,120000
4.89,120000
5.07,140000
5.23,140000
5.40,13500
5.56,13500
5.71,13500
5.87,13500
6.03,32500
6.18,33500
6.33,33500
6.49,33500
6.64,33500
6.80,33500
6.97,33500
7.12,53500
7.29,53500
7.45,53500
7.60,53500
7.76,53500
7.91,53500
8.07,73500
8.23,73500
8.38,73500
8.54,73500
8.69,73500
8.86,73500
9.02,93500
9.18,93500
9.34,93500
9.50,93500
9.66,93500
9.82,93500
9.98,93500
10.13,113500
10.30,113500
10.45,12000
10.62,12000
10.78,12000
10.96,12000
11.11,32000
11.26,32000
11.41,32000
11.58,32000
11.73,32000
11.88,32000
12.04,52000
12.19,52000
12.35,52000
12.51,52000
12.67,52000
12.84,52000
13.00,62000
13.16,72000
13.31,72000
13.46,72000
13.62,72000
13.77,72000
13.93,72000
14.10,92000
14.26,92000
14.41,92000
14.57,92000
14.72,92000
14.89,92000
15.06,112000
15.21,112000
15.37,12000
15.53,12000
15.69,12000
15.85,12000
16.01,24000
16.16,32000
16.32,32000
16.47,32000
16.63,32000
16.78,32000
16.94,32000
17.09,52000
17.25,52000
17.41,52000
17.57,52000
17.73,52000
17.89,52000
18.05,72000
18.20,72000
18.36,72000
18.51,72000
18.68,72000
18.84,72000
19.00,81000
19.15,92000
19.30,92000
19.48,92000
19.63,92000
19.81,92000
19.97,92000
20.12,112000
20.30,112000
20.45,12000
20.60,12000
20.76,12000
20.91,12000
21.06,32000
21.22,32000
21.37,32000
21.52,32000
21.69,32000
21.85,32000
22.01,44000
22.17,52000
22.32,52000
22.47,52000
22.64,52000
22.80,52000
22.96,52000
23.12,72000
23.28,72000
23.43,72000
23.58,72000
23.74,72000
23.91,72000
24.07,92000
24.24,92000
24.39,92000
24.55,92000
24.70,92000
24.87,92000
25.02,109000
25.17,112000
25.33,112000
25.49,12000
25.65,12000
25.82,12000
25.97,12000
26.12,32000
26.27,32000
26.42,32000
26.57,32000
26.72,32000
26.87,32000
27.02,47000
27.16,52000
27.32,52000
27.47,52000
27.61,52000
27.76,52000
27.91,52000
28.06,72000
28.21,72000
28.35,72000
28.51,72000
28.66,72000
28.82,72000
28.96,72000
29.11,92000
29.26,92000
29.41,92000
29.58,92000
29.73,92000
29.88,92000
30.03,112000
30.17,112000
30.32,112000
30.47,9500
30.62,9500
30.78,9500
30.93,9500
31.08,29500
31.22,29500
31.37,29500
31.52,29500
31.67,29500
31.82,29500
31.97,29500
32.12,49500
32.27,49500
32.42,49500
32.57,49500
32.72,49500
32.87,49500
33.02,69500
33.17,69500
33.32,69500
33.46,69500
33.62,69500
33.78,69500
33.93,69500
34.08,89500
34.23,89500
34.38,89500
34.53,89500
34.69,89500
34.86,89500
35.01,107500
35.17,109500
35.32,109500
35.47,10000
35.63,10000
35.80,10000
35.96,10000
36.11,30000
36.27,30000
36.43,30000
36.59,30000
36.75,30000
36.91,30000
37.07,50000
37.22,50000
37.37,50000
37.53,50000
37.68,50000
37.84,50000
37.99,56000
38.14,70000
38.29,70000
38.44,70000
38.59,70000
38.75,70000
38.90,70000
39.05,90000
39.20,90000
39.35,90000
39.49,90000
39.64,90000
39.80,90000
39.96,90000
40.12,110000
40.28,110000
40.44,12000
40.60,12000
40.77,12000
40.93,12000
41.08,32000
41.24,32000
41.39,32000
41.54,32000
41.70,32000
41.85,32000
42.01,51000
42.17,52000
42.34,52000
42.50,52000
42.66,52000
42.81,52000
42.97,54000
43.13,72000
43.28,72000
43.43,72000
43.58,72000
43.74,72000
43.89,72000
44.05,92000
44.20,92000
44.35,92000
44.50,92000
44.65,92000
44.80,92000
44.96,92000
45.11,112000
45.26,112000
45.44,11000
45.59,11000
45.74,11000
45.90,11000
46.05,31000
46.20,31000
46.36,31000
46.51,31000
46.66,31000
46.82,31000
46.98,33000
47.13,51000
47.29,51000
47.44,51000
47.60,51000
47.76,51000
47.92,51000
48.08,71000
48.24,71000
48.40,71000
48.56,71000
48.71,71000
48.87,71000
49.02,91000
49.18,91000
49.33,91000
49.49,91000
49.64,91000
49.81,91000
49.96,91000
50.12,111000
50.27,111000
50.42,11000
50.58,11000
50.73,11000
50.88,11000
51.04,31000
51.19,31000
51.35,31000
51.51,31000
51.67,31000
51.84,31000
51.99,45000
52.16,51000
52.32,51000
52.48,51000
52.63,51000
52.79,51000
52.96,51000
53.12,71000
53.28,71000
53.44,71000
53.59,71000
53.75,71000
53.90,71000
54.06,91000
54.21,91000
54.37,91000
54.52,91000
54.68,91000
54.84,91000
55.00,98000
55.15,111000
55.30,111000
55.46,12000
55.61,12000
55.77,12000
55.92,12000
56.08,32000
56.23,32000
56.39,32000
56.55,32000
56.71,32000
56.88,32000
57.03,52000
57.21,52000
57.36,52000
57.54,52000
57.69,52000
57.85,52000
58.01,62000
58.16,72000
58.31,72000
58.49,72000
58.64,72000
58.80,72000
58.95,72000
59.11,92000
59.27,92000
59.43,92000
59.58,92000
59.75,92000
59.92,92000
60.07,112000
60.23,112000
60.39,112000
60.55,12000
60.70,12000
60.85,12000
61.01,24000
61.16,32000
61.31,32000
61.46,32000
61.62,32000
61.78,32000
61.93,32000
62.09,52000
62.24,52000
62.39,52000
62.55,52000
62.70,52000
62.85,52000
63.01,65000
63.16,72000
63.31,72000
63.46,72000
63.62,72000
63.77,72000
63.93,72000
64.09,92000
64.24,92000
64.39,92000
64.55,92000
64.72,92000
64.87,92000
65.03,112000
65.18,112000
65.33,112000
65.48,10500
65.64,10500
65.79,10500
65.95,10500
66.10,30500
66.28,30500
66.44,30500
66.59,30500
66.75,30500
66.91,30500
67.08,50500
67.24,50500
67.41,50500
67.58,50500
67.74,50500
67.92,50500
68.10,70500
68.28,70500
68.44,70500
68.60,70500
68.77,70500
68.93,70500
69.10,90500
69.26,90500
69.44,90500
69.61,90500
69.77,90500
69.94,90500
70.10,110500
70.27,110500
70.43,110500
70.59,10500
70.75,10500
70.91,10500
71.06,30500
71.22,30500
71.37,30500
71.53,30500
71.69,30500
71.84,30500
72.00,39500
72.16,50500
72.31,50500
72.47,50500
72.63,50500
72.78,50500
72.94,50500
73.09,70500
73.25,70500
73.41,70500
73.58,70500
73.73,70500
73.88,70500
74.03,90500
74.19,90500
74.36,90500
74.51,90500
74.66,90500
74.81,90500
74.97,96500
75.14,110500
75.30,110500
75.45,110500
75.61,8500
75.76,8500
75.92,8500
76.08,28500
76.22,28500
76.38,28500
76.53,28500
76.70,28500
76.86,28500
77.02,47500
77.18,48500
77.34,48500
77.49,48500
77.66,48500
77.82,48500
77.97,49500
78.14,68500
78.30,68500
78.46,68500
78.62,68500
78.77,68500
78.93,68500
79.08,88500
79.23,88500
79.40,88500
79.55,88500
79.71,88500
79.86,88500
80.02,106500
80.17,108500
80.33,108500
80.48,108500
80.64,7000
80.79,7000
80.95,7000
81.11,27000
81.26,27000
81.42,27000
81.57,27000
81.75,27000
81.91,27000
82.07,47000
82.23,47000
82.39,47000
82.55,47000
82.70,47000
82.86,47000
83.01,62000
83.18,67000
83.33,67000
83.49,67000
83.64,67000
83.80,67000
83.96,67000
84.12,87000
84.27,87000
84.43,87000
84.58,87000
84.73,87000
84.89,87000
85.05,107000
85.20,107000
85.36,107000
85.52,10000
85.68,10000
85.84,10000
86.00,21000
86.16,30000
86.32,30000
86.48,30000
86.64,30000
86.80,30000
86.96,30000
87.12,50000
87.27,50000
87.43,50000
87.59,50000
87.76,50000
87.91,50000
88.08,70000
88.23,70000
88.39,70000
88.54,70000
88.69,70000
88.85,70000
89.01,80000
89.16,90000
89.32,90000
89.48,90000
89.64,90000
89.80,90000
89.95,90000
90.12,110000
90.27,110000
90.42,110000
90.58,7500
90.75,7500
90.90,7500
91.06,27500
91.21,27500
91.37,27500
91.52,27500
91.67,27500
91.85,27500
92.00,38500
92.16,47500
92.31,47500
92.46,47500
92.63,47500
92.78,47500
92.94,47500
93.10,67500
93.27,67500
93.42,67500
93.57,67500
93.73,67500
93.88,67500
